sample_id,meta,joke_a_text,joke_b_text,expected,winner_source,image_description,image_uncanny_description
0795863c9c704c1dcad880fb1a6e69e8,NYCC train 0795863c9c704c1dcad880fb1a6e69e8,Haven't you got some white-collar criminals to attend to?,I only held up the bank. I think you want the CEO.,Joke A,official_winner,"An unkempt burglar, wearing an eye mask, is hauling a large bag with a dollar sign on it, tossed over his shoulder.  In the air in front of him is an angel holding a flaming sword, in a position implying he's about to strike the burglar.","It's unusual to see an angel, here implied to be that of the Archangel Michael, doing something as mundane as attacking a robber. Additionally, it's odd to see an angel in the first place, given their supernatural nature."
d8b646c93895613415ec9f625552a866,NYCC train d8b646c93895613415ec9f625552a866,The coroner ruled it a suicide but I'm pretty sure Bob was just on his way to the bathroom.,We finally figured out why the agent would only bring us here for minutes at a time.,Joke A,crowd_winner,Two women are sitting in a living room talking. There are train tracks going through the room and into the next one.,Train tracks don't go through private homes.
0237cbed935c2a10a057faaa9dc5c091,NYCC train 0237cbed935c2a10a057faaa9dc5c091,"George never was a conformist, was he!",So you can take it with you!,Joke B,official_winner,In the heaven the two men's watching a man and the bird and the man also flying like a bird . The heavens door is open so he flying like a bird,The man and bird coming outside of the heaven
3fa7aa476a134e3fc9fb8872bc06ceca,NYCC train 3fa7aa476a134e3fc9fb8872bc06ceca,He's certainly showing his true colors.,They say jolliness skips a generation.,Joke B,official_winner,There is a green giant rampaging through the city. A man and woman observe him from a nearby building.,There is a giant and he is green.
be10db611b768d7971e51cb608e7674f,NYCC train be10db611b768d7971e51cb608e7674f,"It may look ridiculous, but it helps me address core issues.",I'm the fitness guru. The wisdom guru is one mountain over.,Joke B,crowd_winner,An explorer is talking to a hermit outside of a cave. The hermit is sitting on a green ball.,It is an odd choice of chair for a hermit.
11d386f62a027bcbbf5936d0d17998fc,NYCC train 11d386f62a027bcbbf5936d0d17998fc,Those better not be my good rocks.,"To get to the upper floor of what, exactly?",Joke A,crowd_winner,A man is standing atop a pile of rocks. A woman is on the ground looking up at him.,The rocks are stacked in an odd shape.
dd4827bfb45e0783d90f604611e9df72,NYCC train dd4827bfb45e0783d90f604611e9df72,"Oh, now you want to talk, when all week it was all 'Do Not Disturb.’",Fred made a split-second decision to put back the towels in his suitcase.,Joke A,official_winner,A man is trying to unlock his hotel room. A maid has a gun and is staking out the place with her cleaning cart while the man stares at her.,The maid has a gun and is staking out the place. Maids don't do this.
8d5687aab6f3d054103ab322281ccb5b,NYCC train 8d5687aab6f3d054103ab322281ccb5b,Now it is I who will post videos of you on the internet.,Thank goodness they will never really understand our power.,Joke A,crowd_winner,A man is sleep walking. A cat has beams of light coming out of his eyes. The cat is controlling the man.,The cat has superpowers and is able to control the sleepwalking man.
a92ac2f53ac8809e7ee98f01066156d8,NYCC train a92ac2f53ac8809e7ee98f01066156d8,I'm getting mixed messages.,We shall overcomb.,Joke B,official_winner,Several people are crowded on a rowboat while the NYC skyline is visible on the horizon.  A gigantic face is on a large wave that is looming above the boat,It's unusual to see faces on waves
039c5bfc6f7bc0b2ca5ac204e8af90b5,NYCC train 039c5bfc6f7bc0b2ca5ac204e8af90b5,They call it kitsch-and-release.,At least I'm not foraging.,Joke A,crowd_winner,Two fish are underwater looking at one another (mirrored). One of the fish is on a plaque and looks angry. The other fish has a surprised wide-eyed look on its face.,Seeing a fish on a plaque under the water alive and seemingly angry is unexpected and unusual.
3df311acd1f0a2ac9d46e2a71927adeb,NYCC train 3df311acd1f0a2ac9d46e2a71927adeb,"And you say it's peach, right?","Well, I'll be damned...",Joke B,crowd_winner,Adam and Eve are in the Garden of Eden. Eve has a pie. She offers it to Adam.,Eve has an apple pie instead of a forbidden fruit.
45d949309878d154c4e21b7637184c65,NYCC train 45d949309878d154c4e21b7637184c65,But what if you fall when no one is around?,"Careful, Harold. You're making the CIA look good!",Joke A,official_winner,"There is a man in business attire holding a brief case who is also wearing a tube of tree trunk bark. He is standing and facing his wife who is sitting in a recliner, reading the newspaper and now talking to him.",It is unusual for anyone to be wearing a tree trunk around their body. Such a costume is also unusual and would be very difficult to make.
80337a1c5fed6284da0e1a4f5df95682,NYCC train 80337a1c5fed6284da0e1a4f5df95682,"Two hackers from the Kremlin trying to make sense of the Electoral College: ""In Russia it is much simpler.""","Given Mr Tell's declining accuracy with his bow and arrow, we're lucky the guys don't use Apples.",Joke B,crowd_winner,Two identical men have miniature people on their heads. The people are also identical and are working at a desk job.,Having people work on your head is not usual.
a39c0bde76588dfa258e47bfbaa6dbc9,NYCC train a39c0bde76588dfa258e47bfbaa6dbc9,"Well, if he starts in on giraffes, like every other minority, don't come running to me.","If he's elected, we're going to have a tough time proving we weren't born in Africa.",Joke B,crowd_winner,There are two giraffes in the living room of a house. One giraffe is standing and talking to the other giraffe who is laying across an entire couch. The giraffe on the couch is possibly watching a TV which is seen in the foreground.,It is unusual for animals to be acting like people in the living room of a house.
2063dbc782760b553ac33262f9a238ae,NYCC train 2063dbc782760b553ac33262f9a238ae,It's called the trickledown theory.,Trust me. You're not alone.,Joke B,official_winner,A psychiatrist is in her office. Three people are on stacked couches beside her.,The couches are like bunk beds.
38b6ac44bbcd58fe98fa093dc6e7eab7,NYCC train 38b6ac44bbcd58fe98fa093dc6e7eab7,This is Trump Tower—we are all going down.,"Thank you, Hal, for opening the pod bay doors.",Joke A,crowd_winner,An astronaut is coming out of an elevator. A butler stares at him.,There is an astronaut in a hotel coming out of an elevator. People don't wear this there.
394265a748959fd196ff5a2ef11484dc,NYCC train 394265a748959fd196ff5a2ef11484dc,This is fancy role-playing for a conjugal visit.,Those iron bars really complement the ersatz cityscape.,Joke A,official_winner,"A woman is sitting on recliner speaking to a man wearing a suit, sitting behind a desk. There is a microphone on the desk and two cameras pointed at them, implying this is a talk show. Behind the people are two windows showing a city scape, with bars over the windows.",It's unusual to see bars over windows looking out over the city on TV.
0995f96b6faa8c999c181481ff4fcec0,NYCC train 0995f96b6faa8c999c181481ff4fcec0,How long can we maintain this balance of power?,I think this hammock would be perfect in the dungeon.,Joke A,official_winner,"In a throne room, two kings are in a hammock. A woman waits in another room.",There are hammocks instead of a throne.
d77cbf9bad65422607c0574ae29f326d,NYCC train d77cbf9bad65422607c0574ae29f326d,I love his bedtime routine.,"So, a toddler walks into nine bars.",Joke A,official_winner,A baby in a suit is giving a speech in his crib as his parents look on. the mother looks happy and the father doesn't have an expression on his face.,Babies do not give speeches especially those still in their crib.
043a872b0dee28b9b9392a0b4efb17ae,NYCC train 043a872b0dee28b9b9392a0b4efb17ae,"Two hackers from the Kremlin trying to make sense of the Electoral College: ""In Russia it is much simpler.""","Given Mr Tell's declining accuracy with his bow and arrow, we're lucky the guys don't use Apples.",Joke B,crowd_winner,There are two giant heads. They each of a desk on them with an office worker working at them on computers.,There are two huge heads with desks on them and people working on them.
2fddda0cc88b00e3b5d46920c97e6795,NYCC train 2fddda0cc88b00e3b5d46920c97e6795,They used to face left.,They don't speak to me.,Joke A,official_winner,Two men stand facing each other on a beach.  Many easter island-esqe stone heats with elvis haircuts are on the beach behind them,It's unusual to see easter island heads with elvis haircuts on them
edb30ef02e7d41f70d3aea97d9f8a1e8,NYCC train edb30ef02e7d41f70d3aea97d9f8a1e8,I forgot what I came upstairs for.,It's for a project in my physics class.,Joke A,crowd_winner,Two cavemen look at each other while one is standing on a pile of rocks. The pile of rocks are shaped like stairs.,The rocks are shaped like stairs but they do not lead to anywhere.
38072d969af6fe9fb9ec5bdf8cb7e2ab,NYCC train 38072d969af6fe9fb9ec5bdf8cb7e2ab,I could swear the invitation said death by chocolate.,I like that we’re not trapped in traditional gender roles.,Joke B,official_winner,A man and a woman are surrounded by zombies. They are making a last stand.,The man has a plate of cookies.
378f436121068620c89b21b08edcc91b,NYCC train 378f436121068620c89b21b08edcc91b,And to think—a year ago we were all stuck inside.,It's only awkward when I have to use a public restroom.,Joke A,official_winner,On a street corner of a city people are walking down the sidewalk individually surrounded by large bubbles. In the background a woman walks her dog who also has a bubble. In the foreground a man and a woman each with their own bubble are having a conversation. The woman is talking to the man.,It is unusual for anyone to be surround by a bubble.
6c34819c195b29178577c858db33abaf,NYCC train 6c34819c195b29178577c858db33abaf,"Other than that,sir,do you have any other birthmarks?","Your Honor, may I have permission not to approach the witness?",Joke B,official_winner,A man is on trial in a courtroom. The man is being questioned by an attorney while a judge watches. The man has a hook for a hand.,"The man with a hook for a hand is likely to be a pirate, and it's unusual that a pirate would be on trial in a modern courtroom, as pictured; this is because pirates of this sort are mostly associated with colonial times."
f47965339e40800e36667b4fd6e6b01b,NYCC train f47965339e40800e36667b4fd6e6b01b,How badly do you want children?,May I recommend the trout?,Joke B,crowd_winner,A bear is in the waterfall. Two salmon jump out of the waterfall and talk to him. The bear looks at them.,The salmon are talking to the bear.
73ad0489fa27d1009a258802262d7dc4,NYCC train 73ad0489fa27d1009a258802262d7dc4,"Ironically, he's never looked more lifelike.",I was hoping taxes would go first.,Joke B,crowd_winner,The Grim Reaper is in a casket. Two people stare at him.,The Grim Reaper is hiding in a casket at a funeral. He is not dead and doesn't belong there.
